Identifiant opération;Localisation station de mesure;Code station;X;Y;Identifiant point prélèvement;Date réalisation;Débit mesuré (m3/s);Débit station hydro (m3/s);Distance interpoint (m);Largeur plein bord évaluée (m);Largeur mouillée évaluée (m);Longueur réelle opération (m);Longueur théorique opération (m);Pente ligne d'eau (‰);Pente ligne d'eau évaluée;Decription habitat marginaux;Continuité ripisylve rive gauche;Continuité ripisylve rive droite;Nom réseau de mesure;Observations;Version protocole;Structure responsable;Cours d'eau;Nombre transect;D16 (mm);D50 (mm);D84 (mm);Indice Folk et Ward;Indice Fredle;Surface mouillée Q1 (m2);Largeur mouillée Q1 (m);Périmètre mouillé Q1 (m);Profondeur maximum Q1 (m);Profondeur moyenne Q1 (m);Rayon hydraulique Q1;Rapport largeur/Profondeur Q1;Coefficient rugosité;Surface mouillée Qb (m2);Largeur mouillée Qb (m);Périmètre mouillé Qb (m);Profondeur maximum Qb (m);Profondeur moyenne Qb (m);Rayon hydraulique Qb;Rapport largeur/Profondeur Qb;Force tractrice Qb  (N/m2);Débit plein bord (m3/s);Ecart type cote point;Coefficient variation cote point;Ecart type cote point en eau;Coefficient variation cote point en eau;Ecart type largeur mouillée Qb;Coefficient variation largeur mouillée Qb;Vitesse moyenne Qb (m/s);Ligne énergie Qb (m);Cote ligne énergie Qb;Nombre de Froude Qb;Puissance spécifique Qb (w/m2);Nombre de mouille;Profondeur moyenne des mouilles (m);Nombre de berge total;Nombre de berge artificialisée;Score ripisylve;Classe ripisylve;% fines;% graviers-cailloux;% blocs-rochers;Indice de Shannon granulo;Surface BV (km2);Proportion de roche imperméable BV;Code HER ou DOM dominant;Nom HER ou DOM dominant;Type DOM;Coefficient de sinuosité;Débit Q01 RHT (m3/s);Puissance Q01 RHT (w/m);Puissance spécifique Q01 RHT (w/m2);Station référence modèle;Résidu modèle Largeur mouillée Qb;Résidu modèle rapport largeur/profondeur Qb;Résidu modèle profondeur mouilles;Résidu modèle profondeur Qb;Résidu modèle pente ligne d'eau;Résidu modèle surface mouillée Qb;Résidu standardisé modèle largeur mouillée Qb;Résidu standardisé modèle rapport largeur/profondeur Qb;Résidu standardisé modèle profondeur mouilles;Résidu standardisé modèle profondeur Qb;Résidu standardisé modèle pente ligne d'eau;Résidu standardisé modèle surface mouillée Qb;IMG;Modèle référence IMG
3170;EVEL à GUENIN;4192830;253848;6769426;127792;02/07/2018;0,703;0,714;2,3;22,9;16,53;320,6;NA;3,1;NA;;5;5;0;Les transect 14 et 15 ont du être fait en aval de la station pour cause de changement de profil. Du le transect 15 a été enregistré comme le 1 et le 14 comme le 2 pour retrouver un ordre logique.;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Evel;15;11;20;32;0,724;12,66;4,269;15,1;15,285;0,515;0,286;0,282;33,506;6,87;37,872;28,669;29,702;2;1,332;1,285;14,374;39,088;17,125;0,79;0,008;0,182;0,64;6,106;0,213;0,467;2,011;101;0,13;18,958;5;0,161;30;3;0,866;NA;18,261;65,217;16,522;2,165;314,59;1;12;ARMORICAIN;0;1.266;38,703;1176,997;41,055;0;0,544;0,433;-0,203;0,097;1,012;0,542;2,509;1,575;-0,491;0,485;0,983;1,73;7,775;ARMORICAIN
3190;RAU DE KERSAULT à LOCARN;4178850;224052;6821312;126112;16/05/2018;0,225;NA;0,7;6,59;5,2;92,26;NA;2,9;NA;3 gros arbres tombés dans le cours d'eau en fin de station;4;4;0;"erreur dans l'espacement des transect faits à 5.6 au lieu de 6.6. redecalage à partir du T12
Gabarit très différent d'un transect à l'autre";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de kersault;15;23,52;47;86,8;0,92;28,285;1,221;5,192;5,417;0,384;0,235;0,223;15,359;9,299;4,772;6,719;7,353;0,965;0,711;0,647;7,124;18,418;1,788;0,381;0,004;0,148;0,633;0,953;0,142;0,387;0,973;100,455;0,148;7,709;3;0,091;30;0;0,931;NA;16,379;60,345;23,276;2,092;42,2;1;12;ARMORICAIN;0;0;4,604;130,979;19,495;1;-0,072;0,042;-0,4;-0,11;-0,118;-0,141;-0,332;0,151;-0,972;-0,548;-0,114;-0,45;2,567;ARMORICAIN
3201;LIE à PLOEUC-SUR-LIE;4196095;272631;6821055;128194;15/05/2018;0,135;NA;0,25;2,9;2,05;41,5;NA;0,6;NA;;1;0;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Lie;15;NA;NA;NA;NA;NA;1,141;2,881;3,377;0,529;0,403;0,339;5,644;9,93;2,208;3,475;4,405;0,87;0,639;0,501;4,036;2,95;0,339;0,34;0,003;0,133;0,322;0,355;0,102;0,155;0,871;100,33;0,063;0,58;3;0,035;30;0;NA;NA;79,72;18,881;1,399;1,305;20,39;1;12;ARMORICAIN;0;1.029;1,796;10,571;3,043;0;-0,429;-0,414;-1,233;-0,024;-2,078;-0,409;-1,98;-1,507;-2,991;-0,122;-2,019;-1,305;9,924;ARMORICAIN
3205;LA RIVIÈRE DE JACRE A DOMJEAN 2;3250797;403776;6885318;111906;28/05/2018;0,057;NA;0,6;7,3;4,23;102,6;NA;6,9;NA;;4;3;1;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Jacre;15;37;58,5;77;0,587;41,76;0,657;4,348;4,48;0,275;0,15;0,145;20,824;3,79;4,792;6,683;7,568;1,009;0,725;0,635;6,753;43,011;1,115;0,454;0,005;0,131;0,871;1,315;0,197;0,239;1,012;100,422;0,09;11,663;3;0,248;30;0;NA;NA;24,39;70,732;4,878;1,966;38,36;1;12;ARMORICAIN;0;1.024;3,744;253,428;37,924;1;-0,038;0,003;0,621;-0,04;0,699;-0,071;-0,174;0,01;1,507;-0,2;0,679;-0,226;2,796;ARMORICAIN
3206;L'AIROU A VER 2;3265993;379895;6871996;112960;29/05/2019;0,483;NA;1,3;12,2;8,93;171;NA;3,3;NA;;2;1;1;2 bâtonnets disparus;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Airou;15;42;61,5;106,28;0,656;49,414;1,961;6,957;7,214;0,482;0,279;0,267;17,518;10,34;11,494;10,41;11,344;1,564;1,118;1,02;6,811;33,034;6,92;0,637;0,006;0,211;0,744;1,581;0,152;0,609;1,583;100,819;0,186;21,877;3;0,383;30;0;0,552;NA;22,68;71,134;6,186;1,896;115;1;12;ARMORICAIN;0;1.729;10,407;336,906;32,363;1;-0,051;-0,158;0,851;0,113;0,542;0,045;-0,235;-0,577;2,065;0,562;0,527;0,144;4,11;ARMORICAIN
3207;LA SÉE A TIREPIED;3271000;390050;6854497;113302;28/06/2018;1,428;NA;1,8;16;12,75;224;NA;2,1;NA;;4;3;1;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;See;15;22;37,5;59,16;0,683;26,588;4,8;11,106;11,441;0,672;0,437;0,422;18,794;11,54;25,796;15,223;17,252;2,292;1,697;1,494;6,711;30,772;17,826;0,958;0,01;0,273;0,646;1,788;0,117;0,703;2,318;101,41;0,173;24,424;3;0,339;30;2;0,498;NA;26,471;70,588;2,941;1,916;397,9;1;12;ARMORICAIN;0;1.926;47,915;987,097;64,843;0;-0,187;-0,365;0,499;0,173;0,747;-0,004;-0,863;-1,329;1,21;0,86;0,726;-0,013;5,001;ARMORICAIN
3218;VEGRE à EPINEU-LE-CHEVREUIL;4119220;468262;6774575;121567;21/06/2018;0,859;NA;1;13,42;8,32;188;NA;2,1;NA;;5;5;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Vegre;15;2,84;51;90;2,16;7,324;4,753;10,958;11,222;0,725;0,474;0,457;22,698;6,644;17,492;14,679;15,563;1,718;1,209;1,133;9,204;23,346;5,789;0,669;0,007;0,307;0,72;2,636;0,18;0,336;1,724;100,801;0,098;8,371;2;0,521;30;1;0,866;NA;22,917;49,306;27,778;2,079;201,19;0,559;12;ARMORICAIN;0;1.361;9,623;198,243;13,506;0;0,06;0,056;1,056;0,062;0,386;0,079;0,278;0,204;2,562;0,306;0,375;0,251;3,977;ARMORICAIN
3222;DIVATTE à LA VARENNE;4136600;373634;6698427;122348;31/05/2018;0,99;NA;1;9,35;7,21;130,9;NA;0,2;NA;;0;0;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Divatte;15;10,84;37;79,16;1,581;15,828;3,187;6,417;6,783;0,777;0,492;0,463;9,385;36,714;13,645;10,38;11,61;2,036;1,316;1,176;5,171;2,307;7,892;0,794;0,008;0,305;0,632;0,748;0,072;0,584;2,054;101,263;0,164;1,499;3;0,277;30;0;0,325;NA;75,758;11,111;13,131;1,536;104,99;1;12;ARMORICAIN;0;1.097;6,104;11,976;1,154;0;-0,016;-0,42;0,544;0,4;-2,309;0,28;-0,074;-1,528;1,321;1,994;-2,244;0,893;8,052;ARMORICAIN
3225;SANGUEZE à LE PALLET;4143150;374376;6679215;122575;31/05/2018;0,163;NA;1;17,2;6,64;240,8;NA;1,2;NA;;4;3;0;"Cours d'eau très encaissé
1 seul radier a été trouvé les 8 batonnets de test du colmatage ont été posés dessus.";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Sangueze;15;23,84;39;58;0,638;28,4;2,445;5,728;6,154;0,599;0,415;0,381;11,666;3,659;21,167;11,313;13,716;2,876;1,888;1,545;3,971;18,193;3,587;1,162;0,012;0,225;0,512;1,492;0,132;0,172;2,878;102,134;0,04;3,791;5;0,156;30;0;0,855;NA;65,625;20,833;13,542;1,625;160,83;1;12;ARMORICAIN;0;1.258;23,87;280,998;24,839;0;-0,107;-0,75;-0,112;0,635;-0,292;0,424;-0,495;-2,729;-0,271;3,162;-0,284;1,353;8,293;ARMORICAIN
3226;CHERE à PIERRIC;4214495;343260;6744533;129368;03/09/2018;0,65;NA;1,5;15,03;12,14;210;NA;0,3;NA;;5;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Chere;15;21,84;34,5;58,64;0,68;25,046;3,337;12,027;12,181;0,391;0,275;0,271;39,617;26,871;28,881;18,874;20,222;2,009;1,55;1,437;9,483;4,229;17,117;0,802;0,008;0,161;0,585;3,168;0,168;0,606;2,028;101,606;0,158;2,738;3;0,218;30;0;0,801;NA;31,858;68,142;0;1,836;433,78;1;12;ARMORICAIN;0;1.116;44,796;131,835;6,985;1;-0,008;-0,033;0,042;0,019;-1,153;0,049;-0,036;-0,119;0,101;0,093;-1,12;0,157;1,627;ARMORICAIN
3227;CANUT (NORD) À LASSY;4211550;337884;6773670;129264;03/05/2018;0,531;NA;0,55;6,5;4,02;91,9;NA;5;NA;;4;3;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Canut (nord);15;22,84;42;57;0,738;25,571;1,742;4,694;5,021;0,523;0,374;0,348;9,556;8,717;6,804;6,846;8,064;1,402;0,997;0,844;4,928;41,417;3,747;0,552;0,006;0,167;0,434;0,685;0,1;0,559;1,418;100,652;0,18;27,099;4;0,105;30;0;0,671;NA;8,182;86,364;5,455;1,879;100,05;1;12;ARMORICAIN;0;1.198;6,418;314,803;45,984;1;-0,412;-0,46;-0,419;0,04;0,884;-0,383;-1,902;-1,676;-1,016;0,198;0,859;-1,222;6,872;ARMORICAIN
3229;MIGNONNE à IRVILLAC;4178103;166275;6833820;125822;17/05/2018;NA;0,494;0,9;9,2;6,9;129,7;NA;3,7;NA;;1;2;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Mignonne;15;34,2;107,5;215,8;1,278;40,358;2,659;7,39;7,695;0,56;0,354;0,339;14,416;6,287;10,163;10,134;11,385;1,407;1,021;0,904;7,292;32,81;3,633;0,548;0,005;0,214;0,604;2,439;0,241;0,367;1,414;100,616;0,117;13,588;5;0,169;30;0;0,552;NA;16,667;59,091;24,242;2,113;66,76;1;12;ARMORICAIN;0;1.014;8,503;308,633;30,456;1;0,148;-0,006;0,131;0,149;0,369;0,298;0,684;-0,022;0,318;0,74;0,358;0,951;3,074;ARMORICAIN
3232;ABER BENOIT à PLABENNEC;4175450;154208;6850511;125462;17/05/2018;0,365;0,386;0,5;5,4;3,8;75,6;NA;3,3;NA;;0;2;0;"Prairie paturée des 2 côtés
Toute la rive gauche a des enrochements sur 50 cm de haut et de taille supérieure ou égale à 210 mm
";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Aber benoit;15;14;36;88,64;1,597;18,498;1,662;4,383;4,771;0,554;0,378;0,344;8,726;7,784;4,83;5,765;6,776;1,179;0,843;0,714;4,979;23,11;1,725;0,464;0,005;0,195;0,502;0,768;0,133;0,367;1,186;100,508;0,13;9,843;3;0,178;30;9;NA;NA;52,308;26,154;21,538;1,88;26,78;1;12;ARMORICAIN;0;1.051;1,927;62,383;10,821;1;-0,036;-0,246;0,352;0,209;-0,229;0,185;-0,166;-0,897;0,853;1,041;-0,223;0,592;3,772;ARMORICAIN
3233;HORN à MESPAUL;4174520;184296;6857913;125299;18/05/2018;0,52;0,579;0,5;5,5;4,1;77;NA;1,8;NA;;3;3;0;Jardin du moulin en RD avec plantations exotiques;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Horn;15;15;34,5;114,48;1,355;20,469;1,82;4,381;4,85;0,558;0,424;0,378;8,226;12,891;4,542;5,256;6,287;1,122;0,879;0,725;4,748;12,796;2,004;0,453;0,005;0,168;0,393;1,084;0,206;0,45;1,133;100,505;0,154;6,998;6;0,095;30;0;NA;NA;39,13;47,826;13,043;2,132;38,22;1;12;ARMORICAIN;0;1.267;2,384;42,097;8,009;1;-0,276;-0,349;-0,335;0,067;-0,647;-0,122;-1,275;-1,27;-0,813;0,333;-0,629;-0,389;4,708;ARMORICAIN
3235;L'AURE A MONCEAUX-EN-BESSIN 1;3246920;430542;6907855;111513;25/06/2018;0,166;NA;0,8;7,15;5,4;100,1;NA;3,2;NA;;4;4;1;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Aure;15;23,84;42;58,16;0,652;29,715;0,978;5,488;5,683;0,289;0,178;0,171;23,179;9,741;8,771;8,086;9,457;1,45;1,084;0,926;5,577;29,055;4,59;0,601;0,006;0,129;0,708;1,683;0,208;0,545;1,466;101,017;0,168;18,445;5;0,186;30;0;0,736;NA;26,957;73,043;0;1,971;86,7;0,776;12;ARMORICAIN;0;1.735;5,782;181,509;22,446;0;-0,186;-0,315;0,182;0,111;0,362;-0,03;-0,859;-1,145;0,441;0,551;0,352;-0,095;3,443;ARMORICAIN
3243;RAU DE PONT L'ABBE À PLONEOUR-LANVERN;4180900;159497;6786594;126608;18/05/2018;0,232;NA;0,7;5,36;5,15;75,6;NA;4,3;NA;;5;5;0;Le batonnet A2 était sous une grosse pierre qui a du se colmater rapidement par des particules fines.;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de pont l'abbe;15;42;74;126,64;0,87;51,441;1,158;5,086;5,255;0,35;0,229;0,221;15,533;8,362;3,143;6,116;6,527;0,704;0,514;0,481;8,848;20,283;1,058;0,309;0,003;0,111;0,48;0,698;0,114;0,344;0,71;100,205;0,155;7,38;5;0,084;30;0;0,83;NA;35,644;61,386;2,97;1,97;31,98;1;12;ARMORICAIN;0;1.059;2,803;118,239;19,332;0;-0,051;0,301;-0,424;-0,354;0,129;-0,367;-0,234;1,096;-1,028;-1,761;0,126;-1,171;5,416;ARMORICAIN
3244;GRANDE MAINE à SAINT-FULGENT;4143500;384984;6651964;122594;23/04/2018;0,137;0,936;1,1;9,8;7,72;9,8;NA;0,8;NA;;5;5;0;"différence très importante entre le débit mesuré et celui de la station hydro 
Transect 10 non réalisable donc report d'une Lpb";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Grande maine;15;56;86;142,48;0,702;66,482;2,016;7,475;7,693;0,428;0,267;0,259;18,599;5,916;18,996;14,279;15,703;1,99;1,359;1,236;7,184;9,702;3,661;0,784;0,008;0,147;0,541;5,216;0,365;0,21;1,992;101,511;0,058;2,249;5;0,127;30;0;0,866;NA;32,692;43,269;24,038;2,139;133,91;1;12;ARMORICAIN;0;1.128;25,175;197,573;13,837;0;0,202;-0,129;-0,283;0,314;-0,794;0,442;0,931;-0,468;-0,686;1,565;-0,772;1,412;5,834;ARMORICAIN
3245;LIGNERON à SOULLANS;4151500;329845;6643627;122999;23/05/2018;0,017;NA;0,45;7,39;3,19;103;NA;3,3;NA;;5;5;0;2 tronçons sautés 11 et 12 pour cause d'empreinte du pont reportés aux 16 et 17 ;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Ligneron;15;14,84;25;54,16;0,868;16,924;0,983;3,94;4,119;0,354;0,222;0,208;18,574;0,858;8,696;8,305;9,311;1,529;1,047;0,927;5,627;30,004;0,408;0,577;0,006;0,213;0,878;1,784;0,215;0,05;1,529;101,005;0,016;1,65;3;0,291;30;0;1,299;NA;30;66,667;3,333;1,871;74,87;0,533;12;ARMORICAIN;0;1.291;15,923;515,475;62,064;0;-0,098;-0,283;0,654;0,202;0,315;0,063;-0,454;-1,03;1,588;1,006;0,306;0,201;4,584;ARMORICAIN
3246;VENDEE À LA CHAPELLE-AUX-LYS;4156200;420204;6621244;123253;23/05/2018;0,078;NA;0,42;5,43;2,96;76;NA;6;NA;;0;0;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Vendee;15;42,84;66,5;108,32;0,705;49,227;0,39;3,034;3,112;0,197;0,129;0,125;18,286;10,302;4,664;8,676;9,312;0,951;0,538;0,501;9,232;29,468;2,347;0,377;0,004;0,086;0,673;1,718;0,198;0,53;0,966;100,54;0,234;16,499;4;0,08;30;0;NA;NA;25,234;69,159;5,607;2,138;17,44;1;12;ARMORICAIN;0;1.027;4,057;238,795;27,522;1;0,551;0,437;-0,365;0,105;0,142;0,447;2,543;1,592;-0,884;0,522;0,138;1,426;7,105;ARMORICAIN
3255;ARON à GRAND-FOUGERAY;4214295;348347;6746134;129350;04/05/2018;0,445;0,409;0,7;6,7;5,19;94,2;NA;0,3;NA;;4;5;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Aron;15;23,84;48;80,16;0,954;28,425;1,74;5,294;5,53;0,471;0,323;0,308;12,374;32,379;6,046;7,773;8,42;1,139;0,778;0,716;6,936;2,107;2,713;0,46;0,005;0,167;0,493;0,896;0,115;0,46;1,15;100,665;0,168;1,041;4;0,117;30;0;1,418;NA;8,491;87,736;3,774;1,974;109,47;1;12;ARMORICAIN;0;1.158;10,669;31,399;4,04;1;-0,323;-0,133;-0,324;-0,191;-1,882;-0,563;-1,489;-0,482;-0,786;-0,952;-1,828;-1,797;7,334;ARMORICAIN
3268;R JOUANNE À BONCHAMP-LES-LAVAL;4634002;426980;6779581;72601;12/09/2018;0,169;NA;2,5;19;17,3;266;NA;0,09;NA;;4;4;1;;3;AQUABIO;R jouanne;15;20,84;33;55,32;0,976;25,308;5,678;13,487;13,813;0,647;0,407;0,397;22,466;5,807;29,15;18,356;19,805;2,115;1,587;1,472;8,72;1,3;2,078;0,889;0,009;0,238;0,566;2,042;0,111;0,073;2,116;101,457;0,019;0,101;4;0,306;30;0;0,736;NA;9,89;83,516;6,593;1,993;380,95;1;12;ARMORICAIN;0;0;24,178;21,347;1,163;0;0,018;-0,097;0,405;0,104;-2,426;0,148;0,084;-0,351;0,982;0,517;-2,357;0,473;4,764;ARMORICAIN
3270;R JOUANNE À BONCHAMP-LES-LAVAL;4634003;425920;6777927;72602;20/09/2018;0,79;NA;1,7;15;12;210;NA;3,07;NA;;3;5;0;;3;AQUABIO;R jouanne;15;15;33,5;68;1,263;21,059;2,321;11,117;11,215;0,325;0,205;0,202;38,758;17,822;21,873;16,403;17,451;1,689;1,332;1,248;9,778;37,583;25,035;0,73;0,007;0,131;0,629;3,168;0,193;1,193;1,764;101,116;0,333;47,362;3;0,224;30;2;0,736;NA;21,622;69,369;9,009;2,092;390,43;1;12;ARMORICAIN;0;0;25,098;755,869;46,08;0;-0,104;0,014;0,089;-0,128;1,117;-0,156;-0,482;0,052;0,215;-0,637;1,085;-0,498;2,968;ARMORICAIN
3271;R VICOIN À NUILLE-SUR-VICOIN;4635002;419060;6772773;72603;19/09/2018;0,049;NA;1,6;13;11,3;186;NA;1,2;NA;;3;4;0;;3;AQUABIO;R vicoin;15;8;24,5;48;1,148;10,443;5,512;10,728;11,032;0,733;0,507;0,491;15,412;0,412;19,453;13,98;15,117;1,849;1,385;1,28;7,636;15,073;0,327;0,81;0,008;0,245;0,483;1,2;0,086;0,017;1,849;101,006;0,005;0,278;2;0,226;30;0;0,671;NA;34,259;56,481;9,259;2,081;240,76;0,997;12;ARMORICAIN;0;1.068;17,653;207,811;14,864;0;-0,063;-0,158;0,188;0,088;-0,078;0,061;-0,292;-0,576;0,457;0,439;-0,076;0,194;2,034;ARMORICAIN
3272;R JOUANNE A FORCE;4634004;425018,7;6777220;135056;13/09/2018;0,16;NA;2,5;19;17,5;266;NA;0,8;NA;;4;5;0;;3;AQUABIO;R jouanne;15;2,84;24;68,16;2,121;6,347;6,514;15,136;15,376;0,648;0,442;0,433;28,208;1,518;22,136;20,039;20,594;1,517;1,129;1,093;13,653;8,579;1,009;0,658;0,007;0,248;0,579;5,049;0,252;0,047;1,517;100,763;0,014;0,418;4;0,227;30;2;0,801;NA;25,253;62,626;12,121;2,158;399,71;1;12;ARMORICAIN;0;1.041;26,742;209,871;10,473;0;0,086;0,344;0,098;-0,241;-0,216;-0,16;0,397;1,253;0,237;-1,2;-0,209;-0,512;3,809;ARMORICAIN
3273;R VICOIN À GENEST-SAINT-ISLE;4635005;411042;6784237;72606;11/09/2018;0,017;NA;0,75;9,3;5,25;130;NA;1;NA;;3;4;0;;3;AQUABIO;R vicoin;15;23,84;38,5;58;0,676;27,164;1,219;5,328;5,537;0,368;0,213;0,203;21,153;1,275;15,707;10,137;12,134;2,168;1,568;1,302;4,706;12,769;0,755;0,837;0,008;0,177;0,777;1,987;0,196;0,049;2,169;101,735;0,013;0,758;5;0,147;30;7;0,671;NA;3,731;70,149;26,119;1,969;125,99;1;12;ARMORICAIN;0;1.114;7,505;73,624;7,263;0;-0,115;-0,542;-0,125;0,416;-0,603;0,294;-0,533;-1,973;-0,303;2,072;-0,586;0,94;6,406;ARMORICAIN
3288;CANTACHE à DOMPIERRE-DU-CHEMIN;4201185;392948;6803367;72564;09/05/2019;0,082;NA;NA;4,15;3,3;NA;NA;1,04;NA;;3;1;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Cantache;15;17,68;46,5;95,8;1,863;21,503;0,619;4,034;4,248;0,271;0,16;0,149;17,371;14,588;3,503;6,09;6,803;0,841;0,591;0,525;7,425;5,357;1,072;0,316;0,003;0,115;0,728;1,754;0,288;0,313;0,846;100,545;0,131;1,883;4;0,09;30;0;NA;NA;16,667;61,111;22,222;2,185;19,56;1;12;ARMORICAIN;0;1.311;1,121;11,437;1,878;1;0,149;0,202;-0,265;-0,047;-1,55;0,081;0,689;0,734;-0,644;-0,235;-1,506;0,259;4,068;ARMORICAIN
3292;STER GOZ à BANNALEC;4184830;196207;6777935;72532;15/05/2019;0,746;NA;1,2;9,06;8,3;NA;NA;2,4;NA;;4;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Ster goz;15;24;55;118,32;1,128;32,93;2,32;8,322;8,501;0,422;0,274;0,268;20,387;15,787;9,777;12,38;13,078;1,16;0,828;0,782;10,524;18,412;6,418;0,492;0,005;0,14;0,508;5,656;0,457;0,69;1,185;100,611;0,242;13,657;3;0,122;30;0;0,736;NA;39;43;18;1,974;72;1;12;ARMORICAIN;0;1.11;7,63;179,641;14,511;1;0,317;0,349;-0,205;-0,064;-0,024;0,207;1,463;1,271;-0,497;-0,321;-0,023;0,661;4,235;ARMORICAIN
3293;RAU DU LARHON à SAINT-MAUDAN;4195950;272021;6794831;72550;16/05/2019;0,2;NA;0,6;5,28;4,36;NA;NA;1,5;NA;;4;3;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau du larhon;15;9,84;20;55;1,43;12,115;1,072;4,352;4,555;0,353;0,246;0,233;14,147;12,7;4,776;5,791;6,675;1,079;0,827;0,716;5,446;10,534;1,88;0,424;0,004;0,146;0,596;0,503;0,087;0,399;1,088;100,679;0,141;4,809;2;0,226;30;0;NA;NA;24,576;72,034;3,39;1,974;50,55;1;12;ARMORICAIN;0;1.149;4,475;65,85;11,372;0;-0,296;-0,255;0,475;-0,045;-0,681;-0,265;-1,365;-0,928;1,152;-0,222;-0,662;-0,846;5,174;ARMORICAIN
3294;RAU DE LAN SCALON à PLOUGONVER;4172860;225871;6839335;124890;28/05/2019;0,157;NA;0,7;6,56;5,35;NA;NA;7,08;NA;;3;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de lan scalon;15;14;28;53;1,008;17,994;0,873;6,047;6,2;0,253;0,15;0,145;28,23;7,726;4,32;7,679;8,267;0,747;0,567;0,525;10,503;36,488;1,829;0,35;0,004;0,103;0,699;1,785;0,232;0,437;0,757;100,18;0,186;17,179;2;0,177;30;0;1,039;NA;23,188;62,319;14,493;2,146;24,62;1;12;ARMORICAIN;0;1.038;3,189;221,491;28,844;0;0,286;0,513;0,366;-0,225;0,49;0,132;1,318;1,867;0,887;-1,122;0,476;0,421;6,092;ARMORICAIN
3296;JET à ELLIANT;4181960;186485;6789335;72529;15/05/2019;0,315;NA;0,85;7,7;6,03;NA;NA;5,84;NA;;4;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Jet;15;28;62,5;125;1,219;39,543;1,549;5,331;5,538;0,429;0,277;0,266;12,565;6,434;5,59;7,664;8,298;1,039;0,722;0,664;7,368;38,063;2,093;0,453;0,005;0,153;0,512;1,685;0,22;0,409;1,048;100,32;0,158;16,406;3;0,081;30;0;0,736;NA;50,495;27,723;21,782;1,784;32,58;1;12;ARMORICAIN;0;1.092;3,121;178,803;23,33;1;0,167;0,115;-0,469;0,031;0,445;0,196;0,772;0,419;-1,139;0,154;0,433;0,626;3,542;ARMORICAIN
3297;AER à CROISTY (LE);4187500;224325;6793207;127166;16/05/2019;0,401;NA;1,1;8,96;7,8;NA;NA;9,75;NA;;3;3;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Aer;15;53;114,5;172,16;1,032;65,021;1,899;7,992;8,172;0,399;0,24;0,234;23,105;5,635;7,26;10,889;11,407;0,964;0,674;0,641;11,681;61,31;3,003;0,55;0,006;0,148;0,603;1,793;0,165;0,422;0,974;99,945;0,165;27,014;4;0,179;30;0;NA;NA;13,761;33,028;53,211;1,864;57,41;1;12;ARMORICAIN;0;1.41;4,616;441,509;40,548;1;0,283;0,488;0,217;-0,19;1,258;0,066;1,305;1,778;0,526;-0,948;1,222;0,21;5,99;ARMORICAIN
3311;RUISSEAU DE LA BABINIERE A LA GARNACHE;4702012;334061;6653422;192133;15/05/2019;0,002;NA;NA;3;1;NA;NA;5,7;NA;;3;0;0;Mesure de seulement 50 cailloux pour la granulométrie étant donné la taille du radier et 4 bâtonnets au lieu de 8.;3;HYDROCONCEPT;Babiniere;15;0,92;10,5;32,32;2,27;3,111;0,12;0,913;1,046;0,179;0,124;0,106;5,674;1,082;1,045;2,226;2,968;0,807;0,475;0,353;2,793;19,736;0,043;0,314;0,003;0,082;0,624;0,228;0,103;0,041;0,807;100,508;0,02;1,083;2;0,121;30;0;NA;NA;96,296;3,704;0;0,492;4,832;1;12;ARMORICAIN;0;0;2,192;122,57;55,06;0;-0,276;-0,56;0,287;0,274;-0,589;-0,162;-1,272;-2,037;0,696;1,364;-0,572;-0,516;6,458;ARMORICAIN
